Store Name,Address,Instagram,Store Type,City,# of Stores,State,ZIP Code,Customers,Brands,Categories,Specialties,Website,Phone,Facebook,Twitter
The Mustard Seed,"The Mustard Seed Natural Market, 969 Arsenal Street, Watertown, NY 13601, United States of America",https://www.instagram.com/direct/t/100489874688340/,Independent Grocery,Watertown,3,NY,13601,,evies_snacks; rishi_tea; smash_foods; spice_walla,,,,,,
The Natural Food,"21 Hope Street, East Lyme, CT 06357, United States of America",https://www.instagram.com/direct/t/101596451243084/,Natural/Organic Market,NIANTIC,1,CT,6357,,a_dozen_cousins,,,,,,
The Natural Grocer,"334 High Street, Newburyport, MA, 01950",http://instagram.com/naturalgrocer,Deli/Prepared Foods,Newburyport,1,MA,1950,,bjorn_qorn; rishi_tea,"Fresh Produce; Frozen Foods; Refrigerated Items; Vitamins & Supplements; Herbals & Homeopathics; Sunscreen, Bug & Outdoor Stuff; Body Care; Teas, Coffee, Chocolate; Prepared Foods; Baked Goods",organic; prepared foods; health; natural,,,http://www.facebook.com/TheNaturalGrocer,
The Norfleet House,"409 North Main Street, Tarboro, NC, 27886",https://www.instagram.com/direct/t/17845677344992848/,Independent Grocery,Tarboro,1,NC,27886,,spice_walla,,,,,,
The Oil,"113 North Market Street, Benton, AR 72015, United States of America",https://www.instagram.com/direct/t/104887710905139/?hl=en,Independent Grocery,Benton,2,AR,72015,,masa_chips; spice_walla,,,,,,
The Old,"The Old Brick Store, 203 North Columbia Avenue, Connell, WA 99326, United States of America",https://www.instagram.com/direct/t/17843066928063621/,Independent Grocery,,2,WA,99326,,cauli_puffs; spice_walla,,,,,,
The Olive Branch,"4805 Narragansett Avenue, San Diego, CA 92107, United States of America",https://www.instagram.com/direct/t/17842991831917245/,Independent Grocery,San Diego,5,CA,92107,,brightland; fish_wife; diaspora_co; shuug; evies_snacks; smash_foods,,,,,,
The Pan Handle,"106 North Crockett Street, Granbury, TX, 76048",https://www.instagram.com/direct/t/107504827316772/,Independent Grocery,Granbury,1,TX,76048,,spice_walla,,,,,,
The Penny Candy,"22 Puritan Avenue, Swampscott, MA, 1907",https://www.instagram.com/direct/t/102059261198831/,Independent Grocery,Swampscott,1,MA,1907,,spice_walla,,,,,,
The Pink Dinghy,"The Pink-Dinghy, 609 19th Street, Virginia Beach, VA 23451, United States of America",https://www.instagram.com/direct/t/104077217660167/,Independent Grocery,Virginia Beach,1,VA,23451,,graza,,,,,,
The Plant,"73 Main Street, North Adams, MA 01247, USA",https://instagram.com/theplantconnector,Independent Grocery,,2,MA,1247,,alice_mushrooms; rishi_tea,Houseplants; Plant Care; Eco Shop; Self Care; Gifts; Workshops; Terrariums; Pots + Planters; Soil + Fertilizers; Propagation Supplies,sustainable; local; community-rooted; eco-friendly,,,https://facebook.com/theplantconnector,
The Print Shop,"600 Debbington Drive, Bay Village, OH 44140, United States of America",https://www.instagram.com/direct/t/17843050853437760/,Independent Grocery,Bay Village,2,OH,44140-1919,,brightland; spice_walla,,,,,,
The Produce Place,"Produce Place, 4000 Murphy Road, Nashville, TN 37209, United States of America",https://www.instagram.com/produceplace/,Independent Grocery,Nashville,3,TN,37209,,a_dozen_cousins; rishi_tea; diaspora_co; freestyle_snacking; fish_wife,,,,,,
The Produce Station,"Produce Station, South State Street, Ann Arbor, MI 48108, United States of America",https://www.instagram.com/producestation,Supermarket,Ann Arbor,3,MI,48108,,fly_by_jing; freestyle_snacking; rishi_tea; spice_walla; zabs_hot_sauce,Beer & Cider; Cheese; Non-Alcoholic Beer; Bakery; Dairy; Produce; Prepared Foods; Wine; Catering; Grocery,farm-to-table; artisanal; local; prepared foods; sustainable,,(734)663-7848,,
The Realm Refillery,"The Realm Refillery, 2310 Northeast Broadway, Portland, OR 97232, United States of America",https://www.instagram.com/therealmrefillery,Independent Grocery,,1,OR,97232,,narra,Bulk Refills; Sustainable Goods; Food; Kitchen Supplies; Home Products; Bath Products; Spices; Oils; Facial Care; Local Items,sustainable; local; ethical; bulk; transparent sourcing,,,,
The Red,"72 West Center Street, Logan, UT  84321, USA",https://www.instagram.com/direct/t/113379273391176,Independent Grocery,,3,UT,84321,,alice_mushrooms; spice_walla,Mobile App Services; Web Development; eCommerce Solutions; Inbound Marketing; Shopify Services,digital strategies; inbound optimized; mobile applications; eCommerce,,,https://www.facebook.com/pages/Big-Red-Lantern-Inc/116119348410099,
The Redding Roadhouse,"1876 Bronson Road, Fairfield, CT, 06824",https://www.instagram.com/the_redding_roadhouse/,Wine/Beer/Liquor,Fairfield,2,CT,6824,,bjorn_qorn; brightland; shuug,Wings; Burgers; Salads; Brunch; Beer; Cocktails; Private Events; Take-Out; Dine-In; Seasonal Entrees,local; craft beer; curated; seasonal; dine-in; take-out,,,https://www.facebook.com/thereddingroadhouse/,
The Rhu,"10 S. Lexington Ave., Asheville, NC, 28801",https://www.instagram.com/direct/t/117528646308703/,Independent Grocery,Asheville,1,NC,28801,,spice_walla,,,,,,
The Roots Farm Market,"903 U.S. Rt 2, Middlesex, VT, 05602",https://www.instagram.com/therootsfarmmarket/,Deli/Prepared Foods,Middlesex,2,VT,5602,,bjorn_qorn; fish_wife; rishi_tea,Gifts; Flowers; Seasonal Decor; Local Maple Syrup; Tea; Honey; Vegetables; Salads; Prepared Foods; Farm Products,local; sustainable; farm-to-table; artisanal,,,,
The Rusty Cup,"1213 Commercial Street, Astoria, OR 97103, United States of America",https://www.instagram.com/direct/t/102726981130088/,Independent Grocery,Astoria,1,OR,97103,,spice_walla,,,,,,
The Salty Butcher,"5403 Harris Woods Trace, Fulshear, TX 77441, United States of America",https://www.instagram.com/direct/t/17845972232679960/,Butcher/Meat Shop,Fulshear,4,TX,77441,,fish_wife; graza,Spirits; Craft Cocktails; Tours; Public Events; Private Events,local; sustainable; small-batch; artisanal,,,https://www.facebook.com/Distillery98,
The Shack,"The Shack, 105 South Coalter Street, Staunton, VA 24401, United States of America",https://www.instagram.com/direct/t/109319793796226/,Independent Grocery,Staunton,1,VA,24401,,fish_wife; spice_walla,,,,,,
The Shop At Dovetail,"1 Sixth Street, Boston, MA 02129, United States of America",https://www.instagram.com/direct/t/17843541473353833/,Independent Grocery,Charlestown,2,MA,2129,,fish_wife; graza; spice_walla,,,,,,
The Smithy Market & Loft Gallery,"10 Main Street, New Preston, CT 06777, United States of America",https://www.instagram.com/thesmithymarket,Independent Grocery,new preston,1,CT,6777,,spice_walla,,,,,,
The Southampton Market Inc.,"48 Hampton Road, Southampton, NY 11963, United States of America",https://www.instagram.com/direct/t/17849599895504846/,Independent Grocery,Southampton,1,NY,11968,,graza,,,,,,
The Sparkle Barn,"1509 US 7, Wallingford, VT 05773, United States of America",https://www.instagram.com/direct/t/104827990917046/,Independent Grocery,Wallingford,1,VT,5773,,spice_walla,,,,,,
The Spotted,"13360 Clayton Road, Town and Country, MO 63131, United States of America",https://www.instagram.com/thespottedtrotter/,Independent Grocery,Town & Country,2,MO,63131,,brightland; freestyle_snacking; zabs_hot_sauce,,,,,,
The Sunspot Natural Market,"Star Nails, 500 Sagamore Parkway West, West Lafayette, IN 47906, United States of America",https://www.instagram.com/starnailsllc/,Independent Grocery,West Lafayette,3,IN,47906,Zuva,a_dozen_cousins; rishi_tea; coconut_cult; unreal_snacks; smash_foods,Herbs and Spices; Gluten-Free Options; Organic Foods; Local Meats; Supplements; Vegan Options; Seasonal Produce; Bulk Grains; Natural Body Care; Herbs; Spices; Eggs,organic; natural; local; sustainable; vegan; gluten-free,,,https://www.facebook.com/StarNailsLLC,
The Swellife,"The Swellife, 91-08 Rockaway Beach Boulevard, New York, NY 11693, United States of America",https://www.instagram.com/the_swellife/,Independent Grocery,Rockaway Beach,1,NY,11693,,brightland,Jewelry; Made to Order; Ready to Ship,artisanal; made to order; handmade,,(347) 513-8271,https://www.facebook.com/TheSwellife/,
The T Shop,"6342 La Vista Drive, Dallas, TX, 75214",https://www.instagram.com/direct/t/17846760219270871/,Independent Grocery,Dallas,1,TX,75214,,spice_walla,,,,,,
The Truck Patch,"The Truck Patch Natural Market, 412 Porter Wagoner Boulevard, West Plains, MO 65775, United States of America",https://instagram.com/thetruckpatch,Supermarket,Mountain Home,7,MO,65775,,chomps; unreal_snacks; evies_snacks; loisa; graza; rishi_tea,Seafood; Health & Beauty; Poultry; Bulk Items; Dairy; Produce; Coffee & Tea; Meat; Wellness; Grocery,local; sustainable; fresh,,(870)424-5020,https://facebook.com/thetruckpatch,
"The Vault Provisions, Llc","210 South Center Street, Statesville, NC, 28677",https://www.instagram.com/direct/t/17847564486070755/,Deli/Prepared Foods,Statesville,1,NC,28677,,spice_walla,,,,,,
The Village Tinker,"The Village Tinker, Maryville, TN, 37801",https://www.instagram.com/direct/t/116444509751887/,Independent Grocery,Maryville,1,TN,37801,,spice_walla,,,,,,
"The Village, Big Sur","The Village, 46840 Cabrillo Highway, Big Sur Village, CA 93920, United States of America",https://www.instagram.com/thevillagebigsur/,Independent Grocery,Big Sur,1,CA,93920,,brightland; fish_wife,,sustainable; local; artisanal,,,,
The Well,"120 N. Topanga Canyon Blvd #103, Topanga, CA 90290, USA",https://www.instagram.com/p/DE0q0u7yWHY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Independent Grocery,,10,CA,90290,Zuva,alice_mushrooms; behave; brightland; graza; fish_wife; glonuts; masa_chips,Gifting Bundles; Best Sellers; Wellness; Style; Apothecary; Home; Kitchen; Garden; Library; Craft + Create; Aesthetics + Beauty; Massage + Lymphatic Drainage; Energy + Body Work; Body Sculpting + Contouring; Performance + Recovery; Regenerative Medicine; Peptide Program; Hair Services; Biometrics; Memberships; Batteries; Chargers; Lighting; Gear & Equipment; Repairs & Services; Cell Phone Repair; Tablet Repair; Key & Fob Services; Auto Center; Emergency Prep; Catering; Events; Healthy Meals; Dine-in; Pick-up; Delivery; Organic Produce; Grass-fed Dairy; Gluten-free Options; Low Sugar Foods,female-founded; local; sustainable; ethical; expert instruction; private atmosphere; personalized sessions; wellness; integrative; regenerative; personalized; science-backed; emerging brands; expert service; organic; gluten-free; dairy-free; low sugar; healthy fats; clean oils,,,https://www.facebook.com/BlairLaurenBrown,
The West End,"66 Hound Lane, Fishers Island, NY 06390, United States of America",https://www.instagram.com/direct/t/17844511712529047/?hl=en,Independent Grocery,Fishers Island,2,NY,6390,,fish_wife; spice_walla,,,,,,
The Wine,"3601 Elm Ave, Baltimore, MD, 21211",https://www.instagram.com/thewinesource/?hl=en,Wine/Beer/Liquor,Baltimore,12,MD,21211,,bjorn_qorn; fish_wife; graza; zabs_hot_sauce; fly_by_jing; joon; spice_walla,wine; beer; spirits; gourmet; sake; non-alcoholic; Beers; Wines; Cheese Boards; Events; Wine; Cocktails; Art,curated; gourmet; local; artisanal,,,https://www.facebook.com/thewinesource/,
The Wisdom Table,"322 Melton Rd, Elkin, NC, 28621",https://www.instagram.com/direct/t/103691181030495/,Independent Grocery,Elkin,1,NC,28621,,spice_walla,,,,,,
The Work Of Our Hands,"The Work of Our Hands, 627 Franklin Street, Pella, IA 50219, United States of America",https://instagram.com/workofourhands,Boutique Grocer,Pella,1,IA,50219,,diaspora_co,Home Accents; Ornaments; Baskets; Global Food; Spa & Wellness; Jewelry; Kids' Clothing; Gifts for Her; Gifts for Him; Seasonal,fair trade; sustainable; artisanal; international,,,https://facebook.com/workofourhands,
The Wright,"26 Claud Road, Eclectic, AL 36024, United States of America",https://www.instagram.com/direct/t/111986773527263/,Independent Grocery,Eclectic,2,AL,36024,,brightland; graza,,,,,,
The Yellow,"308 Raymond Square, Raymond, MS 39154, United States of America",https://www.instagram.com/direct/t/17847071331233881/,Independent Grocery,Raymond,2,MS,39154,,graza; joon,,,,,,
The Yo!,"935 Northwest 19th Avenue, Portland, OR 97209, United States of America",https://www.instagram.com/direct/t/117414032980792/,Independent Grocery,Portland,1,OR,97209,,graza; zabs_hot_sauce,,,,,,
Third Cliff Bakery,"Third Cliff Bakery, 3531 Washington Street, Boston, MA 02130, United States of America",https://www.instagram.com/thirdcliffbakery/,Bakery,Jamaica Plain,1,MA,2130,,brightland,,,,,,
This &,"207 1st Avenue East, Dyersville, IA 52040, United States of America",https://www.instagram.com/direct/t/112979550100733/,Independent Grocery,Dyersville,3,IA,52040,,masa_chips; spice_walla,,,,,,
Thread Spun,"1114 North Coast Highway 101, Encinitas, CA 92024, United States of America",https://instagram.com/storename,Independent Grocery,Encinitas,2,CA,92024,,brightland; fish_wife; narra,Clothing; Tops; Dresses; Bottoms; Accessories; Jewelry; Home & Gift; Candles; Serveware; Wedding Registry,curated; lifestyle; fashion; private styling,,(760) 452-6022,https://facebook.com/storename,
Thriftway,"20150 BALLINGER WAY NE, SHORELINE, WA",https://www.instagram.com/ballingerthriftway/,Independent Grocery,SHORELINE,3,WA,98155,,rishi_tea,,,,,,
Thyme And,"14 Golden Eagle Lane, Littleton, CO 80127, United States of America",https://www.instagram.com/thyme_and_tonic/,Independent Grocery,Littleton,2,CO,80127,,brightland; chomps; unreal_snacks,Shabbat Take Out; Dinner; Shabbat & Holidays; Brunch; Private Parties; Craft Cocktails,kosher; artisanal; prepared foods,,,https://www.facebook.com/thymeandtonic,
Thyme In,"190 Weaverville Road, Asheville, NC, 28804",https://www.instagram.com/direct/t/113136416745069/,Independent Grocery,Asheville,2,NC,28804,,spice_walla,,,,,,
Thyme Market And Catering,"10588 Country Walk Drive, Sister Bay, WI 54234, United States of America",https://www.instagram.com/direct/t/104697414262072/?hl=en,Independent Grocery,Sister Bay,2,WI,54234,,brightland; masa_chips; narra,,,,,,
Tideline Mercantile,"15 Newmarket Road, Durham, NH 03824, United States of America",https://www.instagram.com/direct/t/17842558049721574/,Deli/Prepared Foods,Durham,1,NH,3824,,spice_walla,,,,,,
Tigertree,"Tigertree, 3301 North High Street, Columbus, OH 43202, United States of America",https://www.instagram.com/shoptigertree/,Boutique Grocer,Columbus,1,OH,43202,,brightland,Bags; Apparel; Home + Outdoor; Accessories; Eyewear; Jewelry; Living; Books; Stationery; Fun + Games,curated; gifts; unique; artisanal,,,,
Tildas Kitchen,"630 Broadway, Kingston, NY, 12401",https://www.instagram.com/direct/t/17843537576464686/,Deli/Prepared Foods,Kingston,2,NY,12401,,bjorn_qorn; chikka_chikka,Breakfast; Lunch; Dinner; Catering; Groceries; Prepared Foods; Salads; Appetizers; Quick Bites; Soups,local; sustainable; prepared foods; community inspired; farm-to-table,,,,
Tiller & Rye,"20 South Main Street, Brewer, ME 04412, USA",http://instagram.com/tillerrye,Natural/Organic Market,,2,ME,4412,,alice_mushrooms; masa_chips; rishi_tea,Bulk; Gift Cards; Poultry & Seafood; Supplements; Dairy & Eggs; Groceries; Produce; Local Sourcing; Frozen Foods; Meats,farm-to-table; organic; sustainable; local,,,http://www.facebook.com/pages/Tiller-Rye/350283378512347,
Tippy Toes,"345 North Alister Street, Port Aransas, TX 78373, United States of America",https://www.instagram.com/direct/t/103879864345158/,Independent Grocery,Port Aransas,2,TX,78373,,brightland; zabs_hot_sauce; evies_snacks; spice_walla,,,,(936) 443-6836,,
Toast,"2512 Colonial Avenue, Norfolk, VA 23517, United States of America",https://www.instagram.com/direct/t/118023642923685/,Independent Grocery,Norfolk,2,VA,23517,,fish_wife; spice_walla,,,,,,
Tonys Market,"Tony's Meat Market, 7421 West Bowles Avenue, Littleton, CO 80123, United States of America",https://www.instagram.com/tonysmarket/,Supermarket,Littleton,2,CO,80123,,fish_wife; graza; loisa,Fish & Seafood; Deli; Fine Foods; Local Produce; Pantry; Bakery; Prepared Foods; Butcher Shop; Cheese Shop; Catering,artisanal; prepared foods; gourmet; local,,,https://www.facebook.com/tonysmarket?sk=wall,https://twitter.com/tonysmarket
Tops,"100 Tops Markets Blvd., Ellenville, NY, 12428",https://www.instagram.com/topsmarkets,Supermarket,Ellenville,30,NY,12428,,bjorn_qorn; chomps; unreal_snacks; rishi_tea,Snacks; Beverages; Health Foods; Dairy; Produce; Frozen Foods; Catering; Organic; Household Supplies; Pharmacy; Gift Cards; Wellness; Organics; Recipes; Savings; Groceries; Prepared Foods; Household Items; Diaper Club; Beer; Business Plus; Grocery Delivery,organic; local; sustainable; prepared foods,,,https://www.facebook.com/topsmarkets,https://twitter.com/topsmarkets
Toucan Market,"TOUCAN, 1002 2nd Avenue North, Billings, MT 59101, United States of America",https://instagram.com/toucangallery,Boutique Grocer,,3,MT,59101,,blobs; chomps; unreal_snacks; graza,Art; Gifts; Custom Picture Framing; Pottery; Glass Art; Jewelry; Cards and Stationery; Hats and Scarves; Home Decor; Artisan-crafted Products; Bakery; Deli; Meat & Seafood; Produce; Wine & Spirits,artisanal; local; custom; unique; design-centered; gourmet,,,https://facebook.com/toucanarts,
Town Market,"Town Market, 121 Bridge Park Drive, New York, NY 11201, United States of America",https://www.instagram.com/townduck/,Deli/Prepared Foods,BROOKLYN,2,NY,11201,,a_dozen_cousins; fish_wife,Bakery; Breakfast; Deli; Dessert; Sandwiches; Subs,local; artisanal; prepared foods,,,,
Town Pump Bodega,"2810 East 3rd Avenue, Denver, CO 80206, USA",https://www.instagram.com/direct/t/17845198538780762/?hl=en,Boutique Grocer,,3,CO,80206,,alice_mushrooms; brightland; masa_chips; coconut_cult,,local; artisanal; curated,,,,
Town Wharf General,"Town Wharf General Store, 10 Water Street, Mattapoisett, MA 02739, United States of America",https://www.instagram.com/direct/t/105469110845215/,Gift/Specialty Shop,Mattapoisett,2,MA,2739,,fish_wife; zabs_hot_sauce; spice_walla,,,,,,
Trades Delicatessen,"312 West Seventh Street, Dallas, TX, 75208",https://www.instagram.com/tradesdeli/,Deli/Prepared Foods,Dallas,1,TX,75208,,spice_walla,,,,,,
Treehouse Mercantile,"14342 7TH ST SUITE 102, DADE CITY, FL",https://www.instagram.com/direct/t/103648484367907/,Independent Grocery,DADE CITY,2,FL,33525,,rishi_tea; spice_walla,,,,,,
Trillium,"21073 River Boulevard, Monte Rio, CA 95462, United States of America",https://www.instagram.com/direct/t/118618832858550/?hl=en,Independent Grocery,Monte Rio,3,CA,95462,,fish_wife; masa_chips; rishi_tea,,,,,,
Troop 47 Trading Co.,"Integrated Therapeutics, 320 Mill Street, Danville, PA 17821, United States of America",https://www.instagram.com/direct/t/106471827548270/,Independent Grocery,Danville,1,PA,17821,,spice_walla,,,,,,
Truckee Food Shop,"12030 Donner Pass Rd #3, Truckee, CA, 96161",https://www.instagram.com/truckeefoodshop,Deli/Prepared Foods,Truckee,2,CA,96161,Zuva,bjorn_qorn; brightland; fish_wife,Deli; Prepared Meals; Catering; Snacks; Provisions; Beverages; Gifts; Cookbooks; Sweets; Seafood,organic; local; farm-to-table; prepared foods; gourmet; artisanal,,,https://www.facebook.com/truckeefoodshop,
Tuck Shop,"110 Newfield Avenue, Unit 5, Edison, NJ 08837, USA",https://www.hackleyschool.org/media/instagram,Independent Grocery,,2,NJ,8837,,alice_mushrooms; fish_wife; graza,,independent; college-preparatory; diverse; experiential education,,,,
Tuckahoe Seafood,"1007 Starling Drive, Richmond, VA 23229, United States of America",https://www.instagram.com/direct/t/120365286017278/,Independent Grocery,Richmond,2,VA,23229,,fish_wife; spice_walla,,,,,,
Tuk Tuk,"124 Malabu Dr., Lexington, KY, 40503",https://www.instagram.com/direct/t/17848578002832149/,Independent Grocery,Lexington,2,KY,40503,,spice_walla,,,,,,
Tumbleweeds & Notions,"8021 Research Forest Drive, The Woodlands, TX 77382, United States of America",https://www.instagram.com/direct/t/116686913058081/,Independent Grocery,The Woodlands,2,TX,77382,,graza; spice_walla,,,,,,
Twain Harte Market,"Twain Harte Market, 18711 Tiffeni Drive, Twain Harte, CA 95383, United States of America",https://www.instagram.com/twainhartemarket/,Independent Grocery,Twain Harte,2,CA,95383,,chomps; unreal_snacks; rishi_tea,,,,(),,
Uc Berkeley,"The UC Theatre, 2036 University Avenue, Berkeley, CA 94704, United States of America",https://www.instagram.com/theuctheatre/,Independent Grocery,,1,CA,94704,,narra,,,,,https://www.facebook.com/theuctheatre,https://x.com/theuctheatre
Ukiah Coop,"Ukiah Natural Foods Co-op, 721 South State Street, Ukiah, CA 95482, United States of America",https://www.instagram.com/ukiahnaturalfoods/,Co-op,Ukiah,1,CA,95482,,brightland; unreal_snacks,,,,,,
Uncle Giuseppes,"Uncle Giuseppe's Marketplace, Northern State Parkway, Melville, NY 11747, United States of America",https://www.instagram.com/unclegiuseppesmarketplace/,Supermarket,Port Jefferson Station,20,NY,11747,,chomps; unreal_snacks; evies_snacks; loisa; freestyle_snacking; rishi_tea,Prepared Meals; Fresh Produce; Dairy; Meat; Seafood; Bakery; Beverages; Snacks; Catering; Gift Cards,local; prepared foods; gourmet; artisanal,,(631)331-1706,https://www.facebook.com/unclegiuseppes,https://twitter.com/unclegiuseppes
Union Market,"Union Market, 1309 5th Street Northeast, Washington, DC 20002, United States of America",https://www.instagram.com/unionmarketdc,Boutique Grocer,,25,DC,20002,,bezi; loisa; bjorn_qorn; rishi_tea; blobs; graza; whims; brightland; fish_wife; zabs_hot_sauce; floura,Cultural Experiences; Unique Finds; Local Goods; Beverages; On Draft; Home Goods; Handmade Products; Gifts; Local Products; Artisanal Goods; Gift Cards; Food; Handmade Goods; Seasonal Flavors; Culinary Experiences; Seasonal Items; Events; Cooking Classes; Catering; Artisanal Products; Handmade Items; Bakery; Charcuterie; Coffee & Tea; Cheese & Dairy; Grocery; Meat & Poultry; Prepared Food; Produce; Seafood,artisanal; prepared foods; gourmet; seasonal; curated; local; emerging brands; sustainable; cultural; organic,,,https://www.facebook.com/unionmarketrva,
Uptown Provisions,"12819 East Penn Street, Whittier, CA 90602, United States of America",https://www.instagram.com/uptown_provisions/?hl=en,Deli/Prepared Foods,Whitteir,2,CA,90602,Zuva,brightland; fly_by_jing; spice_walla,Meat; Seafood; Condiments; Dairy; Bakery; Beverages; Produce; Snacks; Health Foods; Frozen Foods,curated; sustainable; local; artisanal,,(562) 360-1932,,
Urban Owl,"415 N Bishop Ave, Dallas, TX, 75208",https://www.instagram.com/direct/t/100471501382620/,Independent Grocery,Dallas,1,TX,75208,,spice_walla,,,,,,
Urbana,"APA / Arizona Pure Auto, 943 South 48th Street, Tempe, AZ 85281, United States of America",https://www.instagram.com/urbanaphoenix/,Independent Grocery,Tempe,3,AZ,85281,,brightland; fish_wife,,community; climbing; bouldering,,(480) 470-9876,http://www.facebook.com/urbanaboulders,
Utensil,"Utensil Kichenware, 143 Main Street, City of Beacon, NY 12508, United States of America",https://www.instagram.com/utensilshops/,Boutique Grocer,Beacon,3,NY,12508,,brightland; graza; realsy; spice_walla,,artisanal; curated,,,https://www.facebook.com/Utensilkitchenware,
Utilities Home,"Utilities, 393 Commercial Street, Provincetown, MA 02657, United States of America",https://www.instagram.com/utilitieshome/,Independent Grocery,Provincetown,2,MA,2657,,brightland; shuug; spice_walla,,,,,https://www.facebook.com/UtilitiesHome/,
Uwharrie Mercantile,"401 North Main Street, Troy, NC, 27371",https://www.instagram.com/direct/t/118877206171684/,Independent Grocery,Troy,1,NC,27371,,spice_walla,,,,,,
Van Hook Cheese & Grocery,"111 Grove Street, Montclair, NJ, 7042",https://www.instagram.com/direct/t/120529322670005/,Supermarket,Montclair,3,NJ,7042,,spice_walla; zabs_hot_sauce,,,,,,
Vandele Farms,"530 Cedar Creek Rd., Lake Lure, NC, 28746",https://www.instagram.com/direct/t/116865543035723/?hl=en,Independent Grocery,Lake Lure,1,NC,28746,,spice_walla,,,,,,
Vashon Market,"Vashon Library, 17210 Vashon Highway SW, Vashon, WA 98070, United States of America",https://instagram.com/vashonthriftway,Independent Grocery,Vashon,3,WA,98070,,unreal_snacks; yolele,Recipes; Weekly Ad; Shopping List; Store Info; Newsletters; Shopper Solutions; Digital Coupons; Grocery Newsletters; Prepared Foods; Local Products; Produce; Dairy; Snacks; Beverages; Health Foods; Floral; Catering; Special Orders; Gift Cards,local; sustainable; prepared foods; organic; artisanal,,(206)463-9725,https://www.facebook.com/vashonthriftway,
Venue Market,"1919 South Industrial Highway, Ann Arbor, MI 48104, United States of America",https://www.instagram.com/direct/t/17851500098662008/?hl=en,Independent Grocery,Ann Arbor,2,MI,48104-4613,,fish_wife; spice_walla; fly_by_jing; unreal_snacks,,,,,,
Verdello Olive Oil & Fine Foods,"23 Grinnell Plaza, Sheridan, WY, 82801",https://www.instagram.com/direct/t/117496386300765/?hl=en,Supermarket,Sheridan,1,WY,82801,,spice_walla,,,,,,
Via Ravioli,"11865 Via Granero, El Cajon, CA 92019, United States of America",https://www.instagram.com/viaravioli/,Independent Grocery,Coxsackie,1,CA,12192,,brightland; fish_wife,,,,,,
Via Vandi,"109 Bauer Rummel, Round Top, TX 78954, USA",https://www.instagram.com/viavandi,Boutique Grocer,,2,TX,78954,,alice_mushrooms; spice_walla,Handcrafted Jewelry; Rings; Earrings; Necklaces; Collections,handcrafted; artisanal; unique designs,,,http://facebook.com/viavandi,
Vice Kitchen,"6000 Medlock Bridge Parkway, Johns Creek, GA 30022, United States of America",https://www.instagram.com/direct/t/17847194568052954/?hl=en,Independent Grocery,Johns Creek,2,GA,30022,,freestyle_snacking; zabs_hot_sauce; spice_walla,,,,,,
Victual,"124 West Main Street, Crosby, MN 56441, United States of America",https://www.instagram.com/direct/t/116556196401603/?hl=en,Independent Grocery,Crosby,1,MN,56441,,spice_walla,,,,,,
Village Market,"100 North Main Street, Ketchum, ID 83340, United States of America",https://www.instagram.com/direct/t/103998061017399/,Independent Grocery,Ketchum,22,ID,83340,,a_dozen_cousins; whims; brightland; unreal_snacks; chomps; freestyle_snacking; one_trick_pony; graza; loisa; joon; pistakio; rishi_tea; smash_foods,Deli; Fine Meats; Produce; Pizza; Wine; Event Planning; Recipes; Employment,local; sustainable; gourmet; prepared foods,,,https://www.facebook.com/Village-Market-317037354364/,
Village Market Place,"6569 South Vermont Avenue, Los Angeles, CA, 90044",https://www.instagram.com/direct/t/121311105925236/,Independent Grocery,Los Angeles,1,CA,90044,,yolele,,,,,,
Vin On Rose,"511 Rose Ave, Venice, CA 90291, USA",https://www.instagram.com/vinonrose/,Wine/Beer/Liquor,,3,CA,90291,,alice_mushrooms; diaspora_co; zabs_hot_sauce; fly_by_jing,Wine; Craft Beer; Gourmet Food; Merch; Goods,artisanal; curated; low-intervention; gourmet,,,,
Vine,"3705 SW 27th Street, Gainesville, FL 32608, United States of America",https://www.instagram.com/direct/t/123498852372949/,Independent Grocery,GAINSVILLE,6,FL,32608,,a_dozen_cousins; fly_by_jing; freestyle_snacking; masa_chips; whims,Sandwiches; Sides; Drinks; Catering; Rewards,fresh; hand-sliced; quick service,,,https://www.facebook.com/jimmyjohns/,https://twitter.com/jimmyjohns
Vinovore,"Vinovore, 616 North Hoover Street, Los Angeles, CA 90004, United States of America",https://www.instagram.com/vinovorela,Wine/Beer/Liquor,Los Angeles,3,CA,90004,,behave; fly_by_jing; fish_wife; rishi_tea,,women winemakers; curated; artisanal,https://vinovore.com/,(323) 522-6713,,
Vintage Magnolia,"128 Main Street, Unit C-3, Edwards, CO 81632, USA",https://www.instagram.com/vintagemagnoliaboutique/,Boutique Grocer,,2,CO,81632,,alice_mushrooms; brightland,Everyday Flowers; Potted Plants; Inspired Goods; Weddings; Corporate Celebrations; Workshops,artisanal; curated; local,,,https://www.facebook.com/VintageMagnolia,
Virginias Health Foods,"3055A DAUPHIN STREET, MOBILE, AL",https://www.instagram.com/fairhope.health.foods/,Health/Supplement Store,MOBILE,1,AL,36606,Zuva,rishi_tea; yolele,Allergen-Free Foods; Specialty Groceries; Fresh Produce; Prepared Meals; Nutritional Supplements; Natural Bodycare; Sustainable Home Goods; Health Foods; Gluten-Free Foods; Organic Foods,non-gmo; sustainable; local; organic; vegan; health-conscious,,,https://www.facebook.com/fairhopehealthfoods,
